skuprd,main_category,sub_category,child_category,product_name,product_feature_image,product_description,current_price,previous_price,stock,size,size_quantity,size_extra_price,colors,tags,youtube,policy,meta_tag,meta_description,product_type,affiliate_link,attributes
35651,Grocery  Retail,Pasta & Noodles Retail,,Napolina Penne PM100,https://theqlocal.com/assets/images/Images/imagenamenxszi.jpg,Napolina Penne PM100,8.49,,,,,,,"Napolina Penne PM100,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Napolina Penne PM100,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Napolina Penne PM100,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""375g""],""prices"":[""0""],""details_status"":1}}"
35652,Grocery  Retail,Pasta & Noodles Retail,,Napolina Penne Pasta,https://theqlocal.com/assets/images/Images/imagenamePIRmn.jpg,Napolina Penne Pasta,15.29,,,,,,,"Napolina Penne Pasta,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Napolina Penne Pasta,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Napolina Penne Pasta,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""500g""],""prices"":[""0""],""details_status"":1}}"
35653,Grocery  Retail,Pasta & Noodles Retail,,Napolina Penne 400g,https://theqlocal.com/assets/images/Images/imagenamegumbg.jpg,PennePremium quality Italian pasta100 percent durum wheatLow fatSuitable for vegetariansSuitable for VegetariansLow FatNumber of uses/Servings 5This pack contains approximately five 75g portions,8.49,,,,,,,"Napolina Penne 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Napolina Penne 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Napolina Penne 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35654,Grocery  Retail,Pasta & Noodles Retail,,Napolina Spaghetti 500g,https://theqlocal.com/assets/images/Images/imagenamerZDkW.jpg,SpaghettiPerfect for BologneseNo.06 We Craft and Number Each Pasta Die to Ensure You Get the Perfect Shape and Size for Every Meal Crafted from the finest durum wheat our pasta is simply made and slowly dried to deliver the best product to your table. For a true taste of Italy serve al dente. Buon appetitoRecycle Napolina is a registered trademark.Number of uses/Servings 6This pack contains approximately six 75g servings,10.49,,,,,,,"Napolina Spaghetti 500g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Napolina Spaghetti 500g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Napolina Spaghetti 500g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""500g""],""prices"":[""0""],""details_status"":1}}"
35655,Grocery  Retail,Pasta & Noodles Retail,,Sharwoods Medium Egg Noodles 340g,https://theqlocal.com/assets/images/Images/imagenamexcUhB.jpg,Medium Egg NoodlesReady in 4 MinsNo Artificial Colours or PreservativesSuitable for VegetariansSuitable for VegetariansNot Yet Recycled Sharwoods trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 6This pack contains approximately 6 portions,16.79,,,,,,,"Sharwoods Medium Egg Noodles 340g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Sharwoods Medium Egg Noodles 340g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Sharwoods Medium Egg Noodles 340g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pasta and Noodles Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""340g""],""prices"":[""0""],""details_status"":1}}"
35656,Grocery  Retail,"Pickle, Chutney & Olives Retail",,Haywards Pickled Onions 400g,https://theqlocal.com/assets/images/Images/imagenameYSJEk.jpg,Silverskin Onions Pickled in a Medium and Tangy VinegarMedium and tangySuitable for vegetariansSuitable for Vegetarians,11.89,,,,,,,"Haywards Pickled Onions 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Chutney Olives Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Haywards Pickled Onions 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Chutney Olives Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Haywards Pickled Onions 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Chutney Olives Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35657,Grocery  Retail,"Pickle, Chutney & Olives Retail",,Sharwoods Mango Chutney 227g,https://theqlocal.com/assets/images/Images/imagenamemUAAJ.jpg,Chilli rating  1No Artificial Colours or PreservativesSuitable for VegetariansSuitable for VegetariansSharwoods trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 11This jar contains approximately 11 portions,9.99,,,,,,,"Sharwoods Mango Chutney 227g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Chutney Olives Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Sharwoods Mango Chutney 227g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Chutney Olives Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Sharwoods Mango Chutney 227g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Chutney Olives Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""227g""],""prices"":[""0""],""details_status"":1}}"
35658,Grocery  Retail,"Salt, Herbs, Spices Retail",,Cape Foods Salt and Pepper Grinders Twin Pack,https://theqlocal.com/assets/images/Images/imagenameafjNC.jpg,Salt and Pepper GrindersPepper Product of Vietnam Salt Product of South AfricaBox Contents Pepper 40g Salt 100g,10.89,,,,,,,"Cape Foods Salt and Pepper Grinders Twin Pack,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Cape Foods Salt and Pepper Grinders Twin Pack,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Cape Foods Salt and Pepper Grinders Twin Pack,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""twin""],""prices"":[""0""],""details_status"":1}}"
35659,Grocery  Retail,"Salt, Herbs, Spices Retail",,Happy Shopper Cooking Salt 1.5kg,https://theqlocal.com/assets/images/Images/imagenamecnBoy.jpg,Cooking Salt,6.99,,,,,,,"Happy Shopper Cooking Salt 1.5kg,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Cooking Salt 1.5kg,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Cooking Salt 1.5kg,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""1.5kg""],""prices"":[""0""],""details_status"":1}}"
35660,Grocery  Retail,"Salt, Herbs, Spices Retail",,Happy Shopper Table Salt 750g,https://theqlocal.com/assets/images/Images/imagenameKNIiJ.jpg,Table Salt,8.59,,,,,,,"Happy Shopper Table Salt 750g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Table Salt 750g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Table Salt 750g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""750g""],""prices"":[""0""],""details_status"":1}}"
35661,Grocery  Retail,"Salt, Herbs, Spices Retail",,Isfi Spices Ground Black Pepper 6 x 41g,https://theqlocal.com/assets/images/Images/imagenameHHJAU.jpg,Ground Black Pepper,8.99,,,,,,,"Isfi Spices Ground Black Pepper 6 x 41g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Isfi Spices Ground Black Pepper 6 x 41g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Isfi Spices Ground Black Pepper 6 x 41g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""41g""],""prices"":[""0""],""details_status"":1}}"
35662,Grocery  Retail,"Salt, Herbs, Spices Retail",,Isfi Spices Ground White Pepper 6 x 43g,https://theqlocal.com/assets/images/Images/imagenamebMjOU.jpg,Ground White Pepper,8.99,,,,,,,"Isfi Spices Ground White Pepper 6 x 43g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Isfi Spices Ground White Pepper 6 x 43g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Isfi Spices Ground White Pepper 6 x 43g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""43g""],""prices"":[""0""],""details_status"":1}}"
35663,Grocery  Retail,"Salt, Herbs, Spices Retail",,Isfi Spices Mild Curry Powder 6 x 39g,https://theqlocal.com/assets/images/Images/imagenamevlpoQ.jpg,Mild Curry Powder,7.59,,,,,,,"Isfi Spices Mild Curry Powder 6 x 39g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Isfi Spices Mild Curry Powder 6 x 39g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Isfi Spices Mild Curry Powder 6 x 39g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""39g""],""prices"":[""0""],""details_status"":1}}"
35664,Grocery  Retail,"Salt, Herbs, Spices Retail",,Isfi Spices Mild Paprika 6 x 39g,https://theqlocal.com/assets/images/Images/imagenamegXLsM.jpg,Mild Paprika,7.59,,,,,,,"Isfi Spices Mild Paprika 6 x 39g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Isfi Spices Mild Paprika 6 x 39g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Isfi Spices Mild Paprika 6 x 39g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""39g""],""prices"":[""0""],""details_status"":1}}"
35665,Grocery  Retail,"Salt, Herbs, Spices Retail",,Isfi Spices Whole Black Peppercorns 6 x 41g,https://theqlocal.com/assets/images/Images/imagenameAsPnx.jpg,Whole Black Pepper,8.99,,,,,,,"Isfi Spices Whole Black Peppercorns 6 x 41g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Isfi Spices Whole Black Peppercorns 6 x 41g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Isfi Spices Whole Black Peppercorns 6 x 41g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Pickle,Salt,Herbs,Spices Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""41g""],""prices"":[""0""],""details_status"":1}}"
35666,Grocery  Retail,Soup Retail,,Batchelors Cup a Soup Chicken and Vegetable with Croutons 4 Sachets 110g,https://theqlocal.com/assets/images/Images/imagenameYusen.jpg,Instant Chicken and Vegetable Soup with CroutonsNo Artificial Colours or PreservativesContains 116 Calories per CupLow in Fat and SugarLow FatTake a moment to enjoy Batchelors deliciously creamy Chicken and Vegetable Soup with crunchy croutons from the Nations Favourite Instant Soup. With a Cup a Soup in hand stir up a timeless classic thats warming tasty and satisfying. Savour the rich creamy flavours of succulent chicken with carrots and peas topped with croutons for an added crunch. All our signature recipes have no artificial colours or flavours and are low in fat and sugar yet still packed full of flavour. Whether at home or on the go Cup a Soup is perfect for when you need to pause and recharge like a warm hug inside  why not enjoy with a sandwich or a slice of fresh crusty bread to form a super lunch combination to brighten up your day.Batchelors trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 4This pack contains 4 portions,14.29,,,,,,,"Batchelors Cup a Soup Chicken and Vegetable with Croutons 4 Sachets 110g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Batchelors Cup a Soup Chicken and Vegetable with Croutons 4 Sachets 110g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Batchelors Cup a Soup Chicken and Vegetable with Croutons 4 Sachets 110g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 9""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""110g""],""prices"":[""0""],""details_status"":1}}"
35667,Grocery  Retail,Soup Retail,,Batchelors Cup a Soup Chicken 4 Sachets 81g,https://theqlocal.com/assets/images/Images/imagenameIKlCp.jpg,Instant Chicken SoupContains 90 Calories Per CupLow in Fat and SugarNo Artificial Colours or PreservativesLow FatTake a moment to enjoy Batchelors deliciously creamy Chicken Soup from the Nations Favourite Instant Soup. With a Cup a Soup in hand stir up a timeless classic thats warming tasty and satisfying. Savour the simple yet delicious flavour of succulent chicken. All our signature recipes have no artificial colours or flavours and are low in fat and sugar yet still packed full of flavour. Whether at home or on the go Cup a Soup is perfect for when you need to pause and recharge like a warm hug inside  why not enjoy with a sandwich or a slice of fresh crusty bread to form a super lunch combination to brighten up your day.Batchelors trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 4This pack contains 4 portions,14.29,,,,,,,"Batchelors Cup a Soup Chicken 4 Sachets 81g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Batchelors Cup a Soup Chicken 4 Sachets 81g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Batchelors Cup a Soup Chicken 4 Sachets 81g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 9""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""81g""],""prices"":[""0""],""details_status"":1}}"
35668,Grocery  Retail,Soup Retail,,Batchelors Cup a Soup Cream of Vegetable with Croutons 4 Sachets 122g,https://theqlocal.com/assets/images/Images/imagenamejskze.jpg,Instant Cream of Vegetable Soup with CroutonsContains 131 Calories per CupLow in Fat and SugarNo Artificial Colours or PreservativesSuitable for VegetariansSuitable for VegetariansLow FatTake a moment to enjoy Batchelors deliciously rich Cream of Vegetable Soup with crunchy croutons from the Nations Favourite Instant Soup. With a Cup a Soup in hand stir up a timeless classic thats warming tasty and satisfying. Savour the wholesome flavours of carrots onions and leeks topped with croutons for an added crunch. All our signature recipes have no artificial colours or flavours and are low in fat and sugar yet still packed full of flavour. Whether at home or on the go Cup a Soup is perfect for when you need to pause and recharge like a warm hug inside  why not enjoy with a sandwich or a slice of fresh crusty bread to form a super lunch combination to brighten up your day.Batchelors trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 4This pack contains 4 portions,14.29,,,,,,,"Batchelors Cup a Soup Cream of Vegetable with Croutons 4 Sachets 122g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Batchelors Cup a Soup Cream of Vegetable with Croutons 4 Sachets 122g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Batchelors Cup a Soup Cream of Vegetable with Croutons 4 Sachets 122g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 9""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""122g""],""prices"":[""0""],""details_status"":1}}"
35669,Grocery  Retail,Soup Retail,,Batchelors Cup a Soup Tomato 4 Sachets 93g,https://theqlocal.com/assets/images/Images/imagenameThiHH.jpg,Instant Tomato SoupNo artificial preservativesSuitable for VegetariansContains 104 calories per cupLow in fatLow in sugarNo added MSGSuitable for VegetariansLow FatLove your mug With a Cup a Soup to hand itll only take a moment to stir up a snack thats tasty warm and satisfying  but youll probably want to give yourself a bit longer to relax and enjoy it... Nations favourite cup soup† †Symphony IRI Grocery outlets Dry Soup 52 w/e 22 December 2018Batchelors trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 4This pack contains 4 portions,14.29,,,,,,,"Batchelors Cup a Soup Tomato 4 Sachets 93g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Batchelors Cup a Soup Tomato 4 Sachets 93g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Batchelors Cup a Soup Tomato 4 Sachets 93g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 9""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""93g""],""prices"":[""0""],""details_status"":1}}"
35670,Grocery  Retail,Soup Retail,,Happy Shopper Chicken and Vegetable Cup Soup 5 x 22g (110g),https://theqlocal.com/assets/images/Images/imagenamekJyDg.jpg,Dried chicken and vegetable cup soup mix with croutons.With CroutonsSimply Add Boiling Water 000920Number of uses/Servings 5This pack contains 5 sachets,8.89,,,,,,,"Happy Shopper Chicken and Vegetable Cup Soup 5 x 22g (110g),GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Chicken and Vegetable Cup Soup 5 x 22g (110g),GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Chicken and Vegetable Cup Soup 5 x 22g (110g),GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 7""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""5pk""],""prices"":[""0""],""details_status"":1}}"
35671,Grocery  Retail,Soup Retail,,Happy Shopper Cream of Chicken Soup 400g,https://theqlocal.com/assets/images/Images/imagenameYGbLp.jpg,Cream of Chicken SoupWidely Recycled  001119Number of uses/Servings 2Contains 2 servings,6.6899999999999995,,,,,,,"Happy Shopper Cream of Chicken Soup 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Cream of Chicken Soup 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Cream of Chicken Soup 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Soup Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
